SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationID,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationID,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27400,Clover Park School District,100047,3351,Lake Louise Elementary School,102231,P,All Grades,450,200,0,250,0,21,59,136,36,77,121,83,0,20,7,312,0,32,8,15,107,367,0,430,443,138,450,418,442,435,343,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27400,Clover Park School District,100047,3454,Beachwood Elementary School,102233,P,All Grades,398,188,9,201,0,11,38,135,13,47,154,16,0,14,0,188,0,389,41,21,105,382,0,384,398,210,398,9,357,377,293,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27400,Clover Park School District,100047,3455,Dower Elementary School,102234,P,All Grades,337,145,5,187,3,17,85,89,47,40,56,78,0,6,5,255,0,32,20,17,60,259,0,331,332,82,337,305,317,320,277,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27400,Clover Park School District,100047,3456,Lakes High School,102235,P,All Grades,1164,570,39,555,9,62,168,275,76,211,363,86,0,48,35,639,0,455,29,69,139,1078,0,1116,1129,525,1164,709,1135,1095,1025,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27400,Clover Park School District,100047,3457,Carter Lake Elementary School,102236,P,All Grades,415,200,2,213,3,17,52,123,11,55,154,33,0,12,0,192,0,407,28,12,54,382,0,403,415,223,415,8,387,403,361,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27400,Clover Park School District,100047,3500,Thomas Middle School,102237,P,All Grades,942,453,2,487,5,40,118,262,64,149,304,115,0,49,27,603,1,559,61,72,194,827,0,893,915,339,941,383,881,870,748,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27400,Clover Park School District,100047,3602,Lochburn Middle School,102239,P,All Grades,507,230,0,277,4,23,87,207,57,66,63,121,0,10,48,426,0,14,15,8,76,386,0,497,459,81,507,493,492,499,431,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27400,Clover Park School District,100047,3763,Oakbrook Elementary School,102241,P,All Grades,287,129,21,137,1,20,59,55,15,58,79,25,0,40,10,177,0,33,14,13,54,262,0,247,277,110,287,254,273,274,233,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27400,Clover Park School District,100047,3910,Oak Grove,102244,I,All Grades,12,4,0,8,0,0,0,5,0,3,4,0,0,1,0,3,0,0,1,0,11,12,0,11,12,9,12,12,11,12,1,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27400,Clover Park School District,100047,4396,Evergreen Elementary School,102245,P,All Grades,442,180,15,247,1,21,53,165,25,60,117,25,0,2,1,245,0,435,37,12,186,417,0,440,441,197,442,7,405,430,256,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27400,Clover Park School District,100047,5027,General William H. Harrison Preparatory School,104144,P,All Grades,739,384,0,355,3,38,73,295,17,91,222,65,0,110,4,467,1,151,14,63,54,674,0,629,735,272,738,588,725,676,685,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27400,Clover Park School District,100047,5297,Transition Day Students,105545,P,All Grades,11,3,0,8,0,0,2,0,0,3,6,0,0,0,0,5,0,0,0,0,0,11,0,11,11,6,11,11,11,11,0,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27400,Clover Park School District,100047,5298,Oakridge Group Home,105546,I,All Grades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27400,Clover Park School District,100047,5364,Meriwether Elementary School,105792,P,All Grades,241,118,4,119,0,14,20,69,5,34,99,22,0,18,3,114,0,238,12,9,48,219,0,223,238,127,241,3,229,232,193,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27400,Clover Park School District,100047,5365,Rainier Elementary School,105793,P,All Grades,578,281,1,296,2,39,91,156,20,58,212,55,0,55,1,282,1,554,38,24,76,523,0,523,577,296,577,24,540,554,502,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27400,Clover Park School District,100047,5386,Clover Park Early Learning Program,105892,P,All Grades,216,77,54,85,2,2,31,128,11,23,19,0,0,0,8,156,0,19,14,0,46,216,0,216,208,60,216,197,202,216,170,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27400,Clover Park School District,100047,5387,Four Heroes Elementary,105893,P,All Grades,542,274,4,264,2,21,64,304,45,45,61,228,0,4,31,458,2,11,30,6,97,314,0,538,511,84,540,531,512,536,445,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27400,Clover Park School District,100047,5411,CPSD Open Doors Program,105915,R,All Grades,275,118,9,148,1,6,37,119,15,30,67,32,0,2,22,220,2,25,32,18,58,243,0,273,253,55,273,250,243,257,217,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27400,Clover Park School District,100047,5751,Gravelly Lake K-12 Academy,106972,A,All Grades,167,92,7,68,1,7,11,60,10,19,59,9,0,1,16,124,0,39,10,8,39,158,0,166,151,43,167,128,157,159,128,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27401,Peninsula School District,100199,1516,Henderson Bay Alt High School,102248,A,All Grades,141,73,6,62,1,0,1,22,0,13,104,1,0,6,17,69,0,2,10,41,28,140,0,135,124,72,141,139,131,100,113,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27401,Peninsula School District,100199,2294,Goodman Middle School,102250,P,All Grades,521,281,0,240,1,9,6,73,1,59,372,15,0,65,7,109,0,25,5,53,82,506,0,456,514,412,521,496,516,468,439,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27401,Peninsula School District,100199,2681,Peninsula High School,102251,P,All Grades,1383,686,3,694,7,32,16,160,7,165,996,32,0,127,43,364,1,45,31,160,181,1351,0,1256,1340,1019,1382,1338,1352,1223,1202,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27401,Peninsula School District,100199,2944,Harbor Heights Elementary School,102252,P,All Grades,398,183,0,215,1,9,8,57,2,47,274,22,0,6,7,83,1,26,4,17,75,376,0,392,391,315,397,372,394,381,323,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27401,Peninsula School District,100199,3055,Evergreen Elementary,102253,P,All Grades,340,167,0,173,2,1,0,46,2,32,257,14,0,21,22,198,0,10,9,4,73,326,0,319,318,142,340,330,331,336,267,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27401,Peninsula School District,100199,3056,Vaughn Elementary School,102254,P,All Grades,333,160,0,173,2,0,0,55,1,27,248,13,0,6,11,154,0,13,8,7,89,320,0,327,322,179,333,320,325,326,244,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27401,Peninsula School District,100199,3299,Artondale Elementary School,102255,P,All Grades,417,196,0,221,1,3,3,28,0,45,337,8,0,24,10,67,0,16,2,5,74,409,0,393,407,350,417,401,415,412,343,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27401,Peninsula School District,100199,3685,Purdy Elementary School,102256,P,All Grades,485,219,0,266,0,6,2,46,0,41,390,13,0,60,5,99,0,22,6,9,79,472,0,425,480,386,485,463,479,476,406,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27401,Peninsula School District,100199,4080,Discovery Elementary School,102259,P,All Grades,392,191,0,201,3,9,0,44,1,38,297,17,0,54,8,89,0,15,1,19,70,375,0,338,384,303,392,377,391,373,322,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27401,Peninsula School District,100199,4081,Gig Harbor High,102260,P,All Grades,1401,665,4,732,3,21,13,148,2,133,1081,37,0,192,9,206,1,64,17,136,110,1364,0,1209,1392,1195,1400,1337,1384,1265,1291,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27401,Peninsula School District,100199,4156,Key Peninsula Middle School,102261,P,All Grades,445,199,3,243,3,2,2,63,5,56,314,14,0,59,18,189,0,19,8,41,67,431,0,386,427,256,445,426,437,404,378,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27401,Peninsula School District,100199,4189,Minter Creek Elementary,102262,P,All Grades,272,126,1,145,1,0,2,29,1,32,207,6,0,12,9,110,0,11,4,2,48,266,0,260,263,162,272,261,268,270,224,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27401,Peninsula School District,100199,4219,Kopachuck Middle School,102263,P,All Grades,520,277,0,243,1,9,0,44,0,67,399,13,0,97,6,87,0,33,2,45,58,507,0,423,514,433,520,487,518,475,462,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27401,Peninsula School District,100199,4307,Voyager Elementary,102264,P,All Grades,448,220,0,228,0,13,2,33,0,36,364,12,0,58,4,52,0,17,5,17,85,436,0,390,444,396,448,431,443,431,363,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27401,Peninsula School District,100199,4387,Harbor Ridge Middle School,102265,P,All Grades,634,317,2,315,0,22,4,62,0,82,464,10,0,135,6,117,0,41,3,51,65,624,0,499,628,517,634,593,631,583,569,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27401,Peninsula School District,100199,5631,Pioneer Elementary School,106413,P,All Grades,482,221,0,261,0,18,3,44,0,54,363,6,0,32,3,59,0,20,4,26,55,476,0,450,479,423,482,462,478,456,427,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27401,Peninsula School District,100199,5685,Swift Water Elementary,106759,P,All Grades,525,260,0,265,2,23,2,49,0,68,381,18,0,29,2,70,0,49,1,20,106,507,0,496,523,455,525,476,524,505,419,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27402,Franklin Pierce School District,100090,2257,Collins Elementary,102268,P,All Grades,466,217,0,249,3,40,41,115,23,66,178,70,0,0,20,247,0,22,9,14,69,396,0,466,446,219,466,444,457,452,397,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27402,Franklin Pierce School District,100090,2340,Midland Elementary,103863,P,All Grades,399,207,0,192,4,25,54,115,38,67,96,80,0,0,13,270,0,16,17,16,69,319,0,399,386,129,399,383,382,383,330,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27402,Franklin Pierce School District,100090,2398,Central Avenue Elementary,102270,P,All Grades,354,180,0,174,4,38,39,106,3,42,122,83,0,0,9,201,0,9,9,8,62,271,0,354,345,153,354,345,345,346,292,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27402,Franklin Pierce School District,100090,2876,Franklin Pierce High School,102271,P,All Grades,1015,490,0,525,15,100,94,351,49,142,264,105,0,2,32,626,1,19,51,20,152,910,0,1013,983,389,1014,996,964,995,863,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27402,Franklin Pierce School District,100090,2945,James Sales Elementary,102272,P,All Grades,387,204,0,183,6,11,49,129,36,55,101,56,0,0,14,276,0,13,18,13,61,331,0,387,373,111,387,374,369,374,326,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27402,Franklin Pierce School District,100090,3000,Harvard Elementary,102273,P,All Grades,444,238,0,206,1,23,44,268,9,41,58,210,0,0,68,320,2,10,3,13,53,234,0,444,376,124,442,434,441,431,391,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27402,Franklin Pierce School District,100090,3180,Brookdale Elementary,102274,P,All Grades,479,221,0,258,3,19,58,153,33,81,132,82,0,46,41,320,0,24,26,5,91,397,0,433,438,159,479,455,453,474,388,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27402,Franklin Pierce School District,100090,3300,Morris Ford Middle School,102275,P,All Grades,833,406,0,427,7,60,81,293,46,113,233,148,0,6,44,529,0,18,18,46,128,685,0,827,789,304,833,815,815,787,705,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27402,Franklin Pierce School District,100090,3301,Christensen Elementary,102276,P,All Grades,337,179,0,158,5,9,55,107,41,57,63,75,0,0,19,256,3,11,26,10,50,262,0,337,318,81,334,326,311,327,287,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27402,Franklin Pierce School District,100090,3401,Perry G Keithley Middle School,102277,P,All Grades,804,375,0,429,8,38,91,266,78,127,195,111,0,11,47,551,0,27,32,19,109,693,0,793,757,253,804,777,772,785,695,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27402,Franklin Pierce School District,100090,3532,Elmhurst Elementary School,102278,P,All Grades,335,158,0,177,3,14,56,71,20,66,105,37,0,0,15,224,0,20,13,6,72,298,0,335,320,111,335,315,322,329,263,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27402,Franklin Pierce School District,100090,3648,Washington High School,102279,P,All Grades,1015,484,1,530,7,68,126,336,92,149,237,148,0,0,39,675,0,23,42,48,118,867,0,1015,976,340,1015,992,973,967,897,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27402,Franklin Pierce School District,100090,4063,GATES Secondary School,102281,A,All Grades,112,47,0,65,0,4,9,38,9,23,29,15,0,0,9,85,1,2,4,6,35,97,0,112,103,27,111,110,108,106,77,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27402,Franklin Pierce School District,100090,5436,Hewins Early Learning Center,105987,P,All Grades,266,112,0,154,2,12,40,107,6,38,61,0,0,0,41,195,0,10,9,0,115,266,0,266,225,71,266,256,257,266,151,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,1510,Challenger High School,102285,A,All Grades,318,185,4,129,5,4,13,76,7,52,161,12,0,13,25,198,0,11,10,39,73,306,0,305,293,120,318,307,308,279,245,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,1560,Thompson Preschool,102287,P,All Grades,228,86,0,142,0,11,23,55,14,43,82,2,0,0,2,118,0,15,78,1,64,226,0,228,226,110,228,213,150,227,164,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,2399,Spanaway Elementary,102289,P,All Grades,371,164,0,207,4,14,31,90,31,74,127,53,0,2,26,258,1,15,8,7,57,318,0,369,345,113,370,356,363,364,314,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,2543,Roy Elementary,102290,P,All Grades,285,142,1,142,2,2,4,44,4,39,190,12,0,8,11,179,0,22,14,4,52,273,0,277,274,106,285,263,271,281,233,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,2576,Clover Creek Elementary,102291,P,All Grades,618,297,0,321,3,44,64,133,53,119,202,52,0,23,29,319,0,52,18,7,82,566,0,595,589,299,618,566,600,611,536,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,2748,Kapowsin Elementary,102292,P,All Grades,323,148,0,175,2,6,3,60,5,41,206,21,0,11,16,153,0,9,9,10,61,302,0,312,307,170,323,314,314,313,262,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,2807,Bethel High School,102293,P,All Grades,1693,839,8,846,15,63,103,392,84,311,725,92,0,140,61,865,0,95,66,72,226,1601,0,1553,1632,828,1693,1598,1627,1621,1467,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,2877,Elk Plain School of Choice,102294,P,All Grades,574,276,1,297,2,17,49,75,5,102,324,24,0,76,12,228,0,52,12,32,65,550,0,498,562,346,574,522,562,542,509,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,3250,Bethel Middle School,102295,P,All Grades,661,322,0,339,4,19,51,176,55,128,228,66,0,54,20,418,0,28,23,29,88,595,0,607,641,243,661,633,638,632,573,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,3649,Chester H Thompson Elementary,102296,P,All Grades,689,353,0,336,3,17,47,339,46,96,141,186,0,21,41,463,0,26,14,12,90,503,0,668,648,226,689,663,675,677,599,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,3751,Spanaway Middle School,102297,P,All Grades,767,396,0,371,9,28,74,248,69,132,207,110,0,53,36,518,1,32,24,27,86,657,0,714,731,249,766,735,743,740,681,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,4099,Evergreen Elementary,102299,P,All Grades,530,285,0,245,5,28,42,118,33,118,186,43,0,11,19,353,0,40,14,10,80,487,0,519,511,177,530,490,516,520,450,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,4102,Naches Trail Elementary,102300,P,All Grades,519,241,0,278,5,28,50,117,22,104,193,44,0,17,23,297,0,29,28,16,94,475,0,502,496,222,519,490,491,503,425,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,4103,Shining Mountain Elementary,102301,P,All Grades,613,300,1,312,2,28,66,155,72,116,174,87,0,19,19,395,0,40,13,7,88,526,0,594,594,218,613,573,600,606,525,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,4158,Spanaway Lake High School,102302,P,All Grades,1790,896,4,890,20,126,245,438,158,302,500,174,0,88,74,1067,2,84,102,60,245,1616,0,1702,1716,723,1788,1706,1688,1730,1545,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,4186,Cedarcrest Middle School,102304,P,All Grades,765,348,0,417,5,60,107,174,59,168,192,76,0,44,31,480,1,45,42,19,112,689,0,721,734,285,764,720,723,746,653,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,4227,Rocky Ridge Elementary,102305,P,All Grades,430,204,0,226,5,2,13,90,14,74,232,24,0,16,24,256,1,13,9,1,68,406,0,414,406,174,429,417,421,429,362,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,4296,Camas Prairie Elementary,102306,P,All Grades,531,247,0,284,1,29,48,140,57,104,152,49,0,20,30,366,0,47,17,4,87,482,0,511,501,165,531,484,514,527,444,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,4297,Graham Elementary,102307,P,All Grades,428,189,0,239,8,17,23,72,21,77,210,22,0,24,8,218,0,27,3,9,67,406,0,404,420,210,428,401,425,419,361,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,4331,Centennial Elementary,102308,P,All Grades,540,250,0,290,8,4,19,129,26,91,263,48,0,18,22,367,0,17,21,7,85,492,0,522,518,173,540,523,519,533,455,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,4381,Pioneer Valley Elementary,102309,P,All Grades,524,245,0,279,2,15,40,119,44,90,214,49,0,80,18,291,0,40,12,14,83,475,0,444,506,233,524,484,512,510,441,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,4407,Frontier Middle School,102310,P,All Grades,620,293,0,327,10,21,29,104,16,94,346,33,0,60,24,305,0,30,16,27,92,587,0,560,596,315,620,590,604,593,528,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,4538,North Star Elementary,102311,P,All Grades,446,211,1,234,3,10,10,80,19,74,250,22,0,17,13,222,0,23,8,13,76,424,0,429,433,224,446,423,438,433,370,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,4578,Cougar Mountain Middle School,103864,P,All Grades,607,300,1,306,8,10,9,129,7,76,368,38,0,36,31,308,0,31,13,27,95,569,0,571,576,299,607,576,594,580,512,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,5033,Graham Kapowsin High School,104150,P,All Grades,2110,1035,0,1075,20,106,150,429,111,334,960,135,0,150,65,992,0,104,63,70,258,1975,0,1960,2045,1118,2110,2006,2047,2040,1852,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,5159,Frederickson Elementary,104856,P,All Grades,528,245,0,283,4,36,75,114,19,108,172,66,0,18,27,306,0,31,9,22,84,462,0,510,501,222,528,497,519,506,444,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,5160,Nelson Elementary School,104857,P,All Grades,498,251,0,247,4,17,21,71,10,86,289,32,0,27,17,235,0,28,8,7,79,466,0,471,481,263,498,470,490,491,419,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,5206,Liberty Middle School,105208,P,All Grades,857,390,2,465,7,54,98,188,52,152,306,79,0,50,22,465,0,54,30,21,129,778,0,807,835,392,857,803,827,836,728,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,5372,Acceleration Academy,105804,R,All Grades,488,235,1,252,6,9,37,128,33,77,198,43,0,6,19,218,0,8,10,9,91,445,0,482,469,270,488,480,478,479,397,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,5633,Bethel Virtual Academy,106415,A,All Grades,485,264,3,218,8,8,32,87,42,92,216,27,0,21,8,299,0,10,64,16,49,458,0,464,477,186,485,475,421,469,436,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,5635,Katherine G. Johnson Elementary School,106417,P,All Grades,594,289,0,305,9,58,87,112,47,121,160,65,0,21,22,318,3,70,5,6,71,529,0,573,572,276,591,524,589,588,523,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,5665,BETHEL HOPE EARLY LEARNING CENTER,106738,P,All Grades,163,67,0,96,6,3,13,51,5,29,56,2,0,0,6,121,1,20,9,0,87,161,0,163,157,42,162,143,154,163,76,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,5754,Transition 18-21 Program,106984,S,All Grades,58,21,0,37,0,1,6,14,1,13,23,9,0,0,5,27,0,1,4,0,57,49,0,58,53,31,58,57,54,58,1,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,5757,Expedition Elementary,107023,P,All Grades,569,292,1,276,4,85,119,95,41,96,129,67,0,34,6,5,0,49,18,8,89,502,0,535,563,564,569,520,551,561,480,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27403,Bethel School District,100022,5961,Pierce County Skills Center,104916,V,All Grades,363,133,7,223,1,21,27,76,7,19,212,0,0,0,0,49,1,0,12,0,1,363,0,363,363,314,362,363,351,363,362,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27404,Eatonville School District,100074,2205,Eatonville Elementary School,102314,P,All Grades,418,219,0,199,1,2,5,52,0,42,316,7,0,20,1,179,1,23,20,12,87,411,0,398,417,239,417,395,398,406,331,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27404,Eatonville School District,100074,2206,Eatonville High School,102315,P,All Grades,610,293,2,315,3,3,3,63,2,34,502,4,0,19,12,266,0,24,19,28,72,606,0,591,598,344,610,586,591,582,538,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27404,Eatonville School District,100074,2361,Weyerhaeuser Elementary,102316,P,All Grades,351,164,0,187,0,1,1,27,2,26,294,3,0,11,5,151,1,10,7,4,36,348,0,340,346,200,350,341,344,347,315,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27404,Eatonville School District,100074,2808,Columbia Crest A-STEM Academy,102317,P,All Grades,219,111,1,107,0,1,1,21,0,15,181,0,0,12,10,127,0,10,10,4,22,219,0,207,209,92,219,209,209,215,197,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27404,Eatonville School District,100074,4230,Eatonville Middle School,102318,P,All Grades,426,212,1,213,3,3,4,43,1,39,333,5,0,22,4,195,0,12,4,18,63,421,0,404,422,231,426,414,422,408,363,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27404,Eatonville School District,100074,5332,ESD New Beginnings,105658,R,All Grades,31,15,0,16,0,0,0,0,1,3,27,0,0,0,1,12,0,0,5,0,2,31,0,31,30,19,31,31,26,31,29,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27404,Eatonville School District,100074,5531,Eatonville Online Academy,106162,A,All Grades,12,6,0,6,0,0,0,4,0,0,8,0,0,0,0,8,0,0,0,0,0,12,0,12,12,4,12,12,12,12,12,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27416,White River School District,100294,2190,Elk Ridge Elementary,102322,P,All Grades,566,261,0,305,6,6,8,88,2,42,414,22,0,25,7,176,0,12,6,11,83,544,0,541,559,390,566,554,560,555,483,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27416,White River School District,100294,3458,Glacier Middle School,102324,P,All Grades,1002,495,0,507,11,13,18,160,2,70,728,32,0,112,12,363,0,18,11,48,130,970,0,890,990,639,1002,984,991,954,872,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27416,White River School District,100294,4170,Wilkeson Elementary School,102325,P,All Grades,254,127,0,127,2,2,1,26,0,9,214,4,0,13,3,72,0,8,2,5,34,250,0,241,251,182,254,246,252,249,220,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27416,White River School District,100294,4309,Foothills Elementary,102327,P,All Grades,471,246,0,225,2,8,10,91,11,45,304,49,0,32,6,237,0,13,7,8,64,422,0,439,465,234,471,458,464,463,407,1/6/25 0:00
2024-25,School,Pierce,Puget Sound Educational Service District 121,100006,27416,White River School District,100294,4471,Mountain Meadow Elementary,102328,P,All Grades,446,223,0,223,3,12,11,51,1,46,322,30,0,28,8,125,0,8,8,17,64,416,0,418,438,321,446,438,438,429,382,1/6/25 0:00
